code,name
46.1 ,Оптова торгівля за винагороду чи на основі контракту 
46.11 ,"Діяльність посередників у торгівлі сільськогосподарською сировиною, живими тваринами, текстильною сировиною та напівфабрикатами "
46.12 ,"Діяльність посередників у торгівлі паливом, рудами, металами та промисловими хімічними речовинами "
46.13 ,"Діяльність посередників у торгівлі деревиною, будівельними матеріалами та санітарно-технічними виробами "
46.14 ,"Діяльність посередників у торгівлі машинами, промисловим устаткованням, суднами та літаками "
46.15 ,"Діяльність посередників у торгівлі меблями, господарськими товарами, залізними та іншими металевими виробами "
46.16 ,"Діяльність посередників у торгівлі текстильними виробами, одягом, хутром, взуттям і шкіряними виробами "
46.17 ,"Діяльність посередників у торгівлі продуктами харчування, напоями та тютюновими виробами "
46.18 ,"Діяльність посередників, що спеціалізуються в торгівлі іншими товарами "
46.19 ,Діяльність посередників у торгівлі товарами широкого асортименту 
46.2 ,Оптова торгівля сільськогосподарською сировиною та живими тваринами 
46.21 ,"Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин "
46.22 ,Оптова торгівля квітами та рослинами 
46.23 ,Оптова торгівля живими тваринами 
46.24 ,"Оптова торгівля шкірсировиною, шкурами та шкірою "
46.3 ,"Оптова торгівля продуктами харчування, напоями та тютюновими виробами "
46.31 ,Оптова торгівля фруктами й овочами 
46.32 ,Оптова торгівля м'ясом і м'ясними продуктами 
46.33 ,"Оптова торгівля молочними продуктами, яйцями, харчовими оліями та жирами "
46.34 ,Оптова торгівля напоями 
46.35 ,Оптова торгівля тютюновими виробами 
46.36 ,"Оптова торгівля цукром, шоколадом і кондитерськими виробами "
46.37 ,"Оптова торгівля кавою, чаєм, какао та прянощами "
46.38 ,"Оптова торгівля іншими продуктами харчування, у тому числі рибою, ракоподібними та молюсками "
46.39 ,"Неспеціалізована оптова торгівля продуктами харчування, напоями та тютюновими виробами "
46.4 ,Оптова торгівля товарами господарського призначення 
46.41 ,Оптова торгівля текстильними товарами 
46.42 ,Оптова торгівля одягом і взуттям 
46.43 ,"Оптова торгівля побутовими електротоварами й електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення "
46.44 ,"Оптова торгівля фарфором, скляним посудом і засобами для чищення "
46.45 ,Оптова торгівля парфумними та косметичними товарами 
46.46 ,Оптова торгівля фармацевтичними товарами 
46.47 ,"Оптова торгівля меблями, килимами й освітлювальним приладдям "
46.48 ,Оптова торгівля годинниками та ювелірними виробами 
46.49 ,Оптова торгівля іншими товарами господарського призначення 
46.5 ,Оптова торгівля інформаційним і комунікаційним устаткованням 
46.51 ,"Оптова торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням "
46.52 ,"Оптова торгівля електронним і телекомунікаційним устаткованням, деталями до нього "
46.6 ,Оптова торгівля іншими машинами й устаткованням 
46.61 ,Оптова торгівля сільськогосподарськими машинами й устаткованням 
46.62 ,Оптова торгівля верстатами 
46.63 ,Оптова торгівля машинами й устаткованням для добувної промисловості та будівництва 
46.64 ,"Оптова торгівля машинами й устаткованням для текстильного, швейного та трикотажного виробництва "
46.65 ,Оптова торгівля офісними меблями 
46.66 ,Оптова торгівля іншими офісними машинами й устаткованням 
46.69 ,Оптова торгівля іншими машинами й устаткованням 
46.7 ,Інші види спеціалізованої оптової торгівлі 
46.71 ,"Оптова торгівля твердим, рідким, газоподібним паливом і подібними продуктами "
46.72 ,Оптова торгівля металами та металевими рудами 
46.73 ,"Оптова торгівля деревиною, будівельними матеріалами та санітарно-технічним обладнанням "
46.74 ,"Оптова торгівля залізними виробами, водопровідним і опалювальним устаткованням і приладдям до нього "
46.75 ,Оптова торгівля хімічними продуктами 
46.76 ,Оптова торгівля іншими проміжними продуктами 
46.77 ,Оптова торгівля відходами та брухтом 
46.9 ,Неспеціалізована оптова торгівля 
46.90 ,Неспеціалізована оптова торгівля 
47 ,"Роздрібна торгівля, крім торгівлі автотранспортними засобами та мотоциклами "
47.1 ,Роздрібна торгівля в неспеціалізованих магазинах 
47.11 ,"Роздрібна торгівля в неспеціалізованих магазинах переважно продуктами харчування, напоями та тютюновими виробами "
47.19 ,Інші види роздрібної торгівлі в неспеціалізованих магазинах 
47.2 ,"Роздрібна торгівля продуктами харчування, напоями та тютюновими виробами в спеціалізованих магазинах "
47.21 ,Роздрібна торгівля фруктами й овочами в спеціалізованих магазинах 
47.22 ,Роздрібна торгівля м'ясом і м'ясними продуктами в спеціалізованих магазинах 
47.23 ,"Роздрібна торгівля рибою, ракоподібними та молюсками в спеціалізованих магазинах "
47.24 ,"Роздрібна торгівля хлібобулочними виробами, борошняними та цукровими кондитерськими виробами в спеціалізованих магазинах "
47.25 ,Роздрібна торгівля напоями в спеціалізованих магазинах 
47.26 ,Роздрібна торгівля тютюновими виробами в спеціалізованих магазинах 
47.29 ,Роздрібна торгівля іншими продуктами харчування в спеціалізованих магазинах 
47.3 ,Роздрібна торгівля пальним 
47.30 ,Роздрібна торгівля пальним 
47.4 ,Роздрібна торгівля інформаційним і комунікаційним устаткованням у спеціалізованих магазинах 
47.41 ,"Роздрібна торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням у спеціалізованих магазинах "
47.42 ,Роздрібна торгівля телекомунікаційним устаткованням у спеціалізованих магазинах 
47.43 ,"Роздрібна торгівля в спеціалізованих магазинах електронною апаратурою побутового призначення для приймання, записування, відтворення звуку й зображення "
47.5 ,Роздрібна торгівля іншими товарами господарського призначення в спеціалізованих магазинах 
47.51 ,Роздрібна торгівля текстильними товарами в спеціалізованих магазинах 
47.52 ,"Роздрібна торгівля залізними виробами, будівельними матеріалами та санітарно-технічними виробами в спеціалізованих магазинах "
47.53 ,"Роздрібна торгівля килимами, килимовими виробами, покриттям для стін і підлоги в спеціалізованих магазинах "
47.54 ,Роздрібна торгівля побутовими електротоварами в спеціалізованих магазинах 
47.59 ,"Роздрібна торгівля меблями, освітлювальним приладдям та іншими товарами для дому в спеціалізованих магазинах "
47.6 ,Роздрібна торгівля товарами культурного призначення та товарами для відпочинку в спеціалізованих магазинах 
47.61 ,Роздрібна торгівля книгами в спеціалізованих магазинах 
47.62 ,Роздрібна торгівля газетами та канцелярськими товарами в спеціалізованих магазинах 
47.63 ,Роздрібна торгівля аудіо- та відеозаписами в спеціалізованих магазинах 
47.64 ,Роздрібна торгівля спортивним інвентарем у спеціалізованих магазинах 
47.65 ,Роздрібна торгівля іграми та іграшками в спеціалізованих магазинах 
47.7 ,Роздрібна торгівля іншими товарами в спеціалізованих магазинах 
47.71 ,Роздрібна торгівля одягом у спеціалізованих магазинах 
47.72 ,Роздрібна торгівля взуттям і шкіряними виробами в спеціалізованих магазинах 
47.73 ,Роздрібна торгівля фармацевтичними товарами в спеціалізованих магазинах 
47.74 ,Роздрібна торгівля медичними й ортопедичними товарами в спеціалізованих магазинах 
47.75 ,Роздрібна торгівля косметичними товарами та туалетними приналежностями в спеціалізованих магазинах 
47.76 ,"Роздрібна торгівля квітами, рослинами, насінням, добривами, домашніми тваринами та кормами для них у спеціалізованих магазинах "
47.77 ,Роздрібна торгівля годинниками та ювелірними виробами в спеціалізованих магазинах 
47.78 ,Роздрібна торгівля іншими невживаними товарами в спеціалізованих магазинах 
47.79 ,Роздрібна торгівля уживаними товарами в магазинах 
47.8 ,Роздрібна торгівля з лотків і на ринках 
47.81 ,"Роздрібна торгівля з лотків і на ринках харчовими продуктами, напоями та тютюновими виробами "
47.82 ,"Роздрібна торгівля з лотків і на ринках текстильними виробами, одягом і взуттям "
47.89 ,Роздрібна торгівля з лотків і на ринках іншими товарами 
47.9 ,Роздрібна торгівля поза магазинами 
47.91 ,"Роздрібна торгівля, що здійснюється фірмами поштового замовлення або через мережу Інтернет "
47.99 ,Інші види роздрібної торгівлі поза магазинами 
H ,"ТРАНСПОРТ, СКЛАДСЬКЕ ГОСПОДАРСТВО, ПОШТОВА ТА КУР'ЄРСЬКА ДІЯЛЬНІСТЬ "
49 ,Наземний і трубопровідний транспорт 
49.1 ,Пасажирський залізничний транспорт міжміського сполучення 
49.10 ,Пасажирський залізничний транспорт міжміського сполучення 
49.2 ,Вантажний залізничний транспорт 
49.20 ,Вантажний залізничний транспорт 
49.3 ,Інший пасажирський наземний транспорт 
49.31 ,Пасажирський наземний транспорт міського та приміського сполучення 
49.32 ,Надання послуг таксі 
49.39 ,"Інший пасажирський наземний транспорт, н. в. і. у. "
49.4 ,"Вантажний автомобільний транспорт, надання послуг перевезення речей "
49.41 ,Вантажний автомобільний транспорт 
49.42 ,Надання послуг перевезення речей (переїзду) 
49.5 ,Трубопровідний транспорт 
49.50 ,Трубопровідний транспорт 
50 ,Водний транспорт 
50.1 ,Пасажирський морський транспорт 
50.10 ,Пасажирський морський транспорт 
50.2 ,Вантажний морський транспорт 
50.20 ,Вантажний морський транспорт 
50.3 ,Пасажирський річковий транспорт 
50.30 ,Пасажирський річковий транспорт 
50.4 ,Вантажний річковий транспорт 
50.40 ,Вантажний річковий транспорт 
51 ,Авіаційний транспорт 
51.1 ,Пасажирський авіаційний транспорт 
51.10 ,Пасажирський авіаційний транспорт 
51.2 ,Вантажний авіаційний транспорт і космічний транспорт 
51.21 ,Вантажний авіаційний транспорт 
51.22 ,Космічний транспорт 
52 ,Складське господарство та допоміжна діяльність у сфері транспорту 
52.1 ,Складське господарство 
52.10 ,Складське господарство 
52.2 ,Допоміжна діяльність у сфері транспорту 
52.21 ,Допоміжне обслуговування наземного транспорту 
52.22 ,Допоміжне обслуговування водного транспорту 
52.23 ,Допоміжне обслуговування авіаційного транспорту 
52.24 ,Транспортне оброблення вантажів 
52.29 ,Інша допоміжна діяльність у сфері транспорту 
53 ,Поштова та кур'єрська діяльність 
53.1 ,Діяльність національної пошти 
53.10 ,Діяльність національної пошти 
53.2 ,Інша поштова та кур'єрська діяльність 
53.20 ,Інша поштова та кур'єрська діяльність 
I ,ТИМЧАСОВЕ РОЗМІЩУВАННЯ Й ОРГАНІЗАЦІЯ ХАРЧУВАННЯ 
55 ,Тимчасове розміщування 
55.1 ,Діяльність готелів і подібних засобів тимчасового розміщування 
55.10 ,Діяльність готелів і подібних засобів тимчасового розміщування 
55.2 ,Діяльність засобів розміщування на період відпустки та іншого тимчасового проживання 
55.20 ,Діяльність засобів розміщування на період відпустки та іншого тимчасового проживання 
55.3 ,Надання місць кемпінгами та стоянками для житлових автофургонів і причепів 
55.30 ,Надання місць кемпінгами та стоянками для житлових автофургонів і причепів 
55.9 ,Діяльність інших засобів тимчасового розміщування 
55.90 ,Діяльність інших засобів тимчасового розміщування 
56 ,Діяльність із забезпечення стравами та напоями 
56.1 ,"Діяльність ресторанів, надання послуг мобільного харчування "
56.10 ,"Діяльність ресторанів, надання послуг мобільного харчування "
56.2 ,Постачання готових страв 
56.21 ,Постачання готових страв для подій 
56.29 ,Постачання інших готових страв 
56.3 ,Обслуговування напоями 
56.30 ,Обслуговування напоями 
J ,ІНФОРМАЦІЯ ТА ТЕЛЕКОМУНІКАЦІЇ 
58 ,Видавнича діяльність 
58.1 ,"Видання книг, періодичних видань та інша видавнича діяльність "
58.11 ,Видання книг 
58.12 ,Видання довідників і каталогів 
58.13 ,Видання газет 
58.14 ,Видання журналів і періодичних видань 
58.19 ,Інші види видавничої діяльності 
58.2 ,Видання програмного забезпечення 
58.21 ,Видання комп'ютерних ігор 
58.29 ,Видання іншого програмного забезпечення 
59 ,"Виробництво кіно-та відеофільмів, телевізійних програм, видання звукозаписів "
59.1 ,"Виробництво кіно- та відеофільмів, телевізійних програм "
59.11 ,"Виробництво кіно- та відеофільмів, телевізійних програм "
59.12 ,"Компонування кіно- та відеофільмів, телевізійних програм "
59.13 ,"Розповсюдження кіно- та відеофільмів, телевізійних програм "
59.14 ,Демонстрація кінофільмів 
59.2 ,Видання звукозаписів 
59.20 ,Видання звукозаписів 
60 ,Діяльність у сфері радіомовлення та телевізійного мовлення 
60.1 ,Діяльність у сфері радіомовлення 
60.10 ,Діяльність у сфері радіомовлення 
60.2 ,Діяльність у сфері телевізійного мовлення 
60.20 ,Діяльність у сфері телевізійного мовлення 
61 ,Телекомунікації (електрозв'язок) 
61.1 ,Діяльність у сфері проводового електрозв'язку 
61.10 ,Діяльність у сфері проводового електрозв'язку 
61.2 ,Діяльність у сфері безпроводового електрозв'язку 
61.20 ,Діяльність у сфері безпроводового електрозв'язку 
61.3 ,Діяльність у сфері супутникового електрозв'язку 
61.30 ,Діяльність у сфері супутникового електрозв'язку 
61.9 ,Інша діяльність у сфері електрозв'язку 
61.90 ,інша діяльність у сфері електрозв'язку 
62 ,"Комп'ютерне програмування, консультування та пов'язана з ними діяльність "
62.0 ,"Комп'ютерне програмування, консультування та пов'язана з ними діяльність "
62.01 ,Комп'ютерне програмування 
62.02 ,Консультування з питань інформатизації 
62.03 ,Діяльність із керування комп'ютерним устаткованням 
62.09 ,Інша діяльність у сфері інформаційних технологій і комп'ютерних систем 
63 ,Надання інформаційних послуг 
63.1 ,"Оброблення даних, розміщення інформації на веб-вузлах і пов'язана з ними діяльність; веб-портали "
63.11 ,"Оброблення даних, розміщення інформації на веб-вузлах і пов'язана з ними діяльність "
63.12 ,Веб-портали 
63.9 ,Надання інших інформаційних послуг 
63.91 ,Діяльність інформаційних агентств 
63.99 ,"Надання інших інформаційних послуг, н. в. і. у. "
K ,ФІНАНСОВА ТА СТРАХОВА ДІЯЛЬНІСТЬ 
64 ,"Надання фінансових послуг, крім страхування та пенсійного забезпечення "
64.1 ,Грошове посередництво 
64.11 ,Діяльність центрального банку 
64.19 ,Інші види грошового посередництва 
64.2 ,Діяльність холдингових компаній 
64.20 ,Діяльність холдингових компаній 
64.3 ,"Трасти, фонди та подібні фінансові суб'єкти "
64.30 ,"Трасти, фонди та подібні фінансові суб'єкти "
64.9 ,"Надання інших фінансових послуг, крім страхування та пенсійного забезпечення "
64.91 ,Фінансовий лізинг 
64.92 ,Інші види кредитування 
64.99 ,"Надання інших фінансових послуг (крім страхування та пенсійного забезпечення), н. в. і. у. "
65 ,"Страхування, перестрахування та недержавне пенсійне забезпечення, крім обов'язкового соціального страхування "
65.1 ,Страхування 
65.11 ,Страхування життя 
65.12 ,"Інші види страхування, крім страхування життя "
65.2 ,Перестрахування 
65.20 ,Перестрахування 
65.3 ,Недержавне пенсійне забезпечення 
65.30 ,Недержавне пенсійне забезпечення 
66 ,Допоміжна діяльність у сферах фінансових послуг і страхування 
66.1 ,"Допоміжна діяльність у сфері фінансових послуг, крім страхування та пенсійного забезпечення "
66.11 ,Управління фінансовими ринками 
66.12 ,Посередництво за договорами по цінних паперах або товарах 
66.19 ,"Інша допоміжна діяльність у сфері фінансових послуг, крім страхування та пенсійного забезпечення "
66.2 ,Допоміжна діяльність у сфері страхування та пенсійного забезпечення 
66.21 ,Оцінювання ризиків та завданої шкоди 
66.22 ,Діяльність страхових агентів і брокерів 
66.29 ,Інша допоміжна діяльність у сфері страхування та пенсійного забезпечення 
66.3 ,Управління фондами 
66.30 ,Управління фондами 
L ,ОПЕРАЦІЇ З НЕРУХОМИМ МАЙНОМ 
68 ,Операції з нерухомим майном 
68.1 ,Купівля та продаж власного нерухомого майна 
68.10 ,Купівля та продаж власного нерухомого майна 
68.2 ,Надання в оренду й експлуатацію власного чи орендованого нерухомого майна 
68.20 ,Надання в оренду й експлуатацію власного чи орендованого нерухомого майна 
68.3 ,Операції з нерухомим майном за винагороду або на основі контракту 
68.31 ,Агентства нерухомості 
68.32 ,Управління нерухомим майном за винагороду або на основі контракту 
M ,"ПРОФЕСІЙНА, НАУКОВА ТА ТЕХНІЧНА ДІЯЛЬНІСТЬ "
69 ,Діяльність у сферах права та бухгалтерського обліку 
69.1 ,Діяльність у сфері права 
69.10 ,Діяльність у сфері права 
69.2 ,Діяльність у сфері бухгалтерського обліку й аудиту; консультування з питань оподаткування 
69.20 ,Діяльність у сфері бухгалтерського обліку й аудиту; консультування з питань оподаткування 
70 ,Діяльність головних управлінь (хед-офісів); консультування з питань керування 
70.1 ,Діяльність головних управлінь (хед-офісів) 
70.10 ,Діяльність головних управлінь (хед-офісів) 
70.2 ,Консультування з питань керування 
70.21 ,Діяльність у сфері зв'язків із громадськістю 
70.22 ,Консультування з питань комерційної діяльності й керування 
71 ,Діяльність у сферах архітектури та інжинірингу; технічні випробування та дослідження 
71.1 ,"Діяльність у сферах архітектури та інжинірингу, надання послуг технічного консультування "
71.11 ,Діяльність у сфері архітектури 
71.12 ,"Діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих сферах "
71.2 ,Технічні випробування та дослідження 
71.20 ,Технічні випробування та дослідження 
72 ,Наукові дослідження та розробки 
72.1 ,Дослідження й експериментальні розробки у сфері природничих і технічних наук 
72.11 ,Дослідження й експериментальні розробки у сфері біотехнологій 
72.19 ,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук 
72.2 ,Дослідження й експериментальні розробки у сфері суспільних і гуманітарних наук 
72.20 ,Дослідження й експериментальні розробки у сфері суспільних і гуманітарних наук 
73 ,Рекламна діяльність і дослідження кон'юнктури ринку 
73.1 ,Рекламна діяльність 
73.11 ,Рекламні агентства 
73.12 ,Посередництво в розміщенні реклами в засобах масової інформації 
73.2 ,Дослідження кон'юнктури ринку та виявлення громадської думки 
73.20 ,Дослідження кон'юнктури ринку та виявлення громадської думки 
74 ,"Інша професійна, наукова та технічна діяльність "
74.1 ,Спеціалізована діяльність із дизайну 
74.10 ,Спеціалізована діяльність із дизайну 
74.2 ,Діяльність у сфері фотографії 
74.20 ,Діяльність у сфері фотографії 
74.3 ,Надання послуг перекладу 
74.30 ,Надання послуг перекладу 
74.9 ,"Інша професійна, наукова та технічна діяльність, н. в. і. у. "
74.90 ,"Інша професійна, наукова та технічна діяльність, н. в. і. у. "
75 ,Ветеринарна діяльність 
75.0 ,Ветеринарна діяльність 
75.00 ,Ветеринарна діяльність 
N ,ДІЯЛЬНІСТЬ У СФЕРІ АДМІНІСТРАТИВНОГО ТА ДОПОМІЖНОГО ОБСЛУГОВУВАННЯ 
77 ,"Оренда, прокат і лізинг "
77.1 ,Надання в оренду автотранспортних засобів 
77.11 ,Надання в оренду автомобілів і легкових автотранспортних засобів 
77.12 ,Надання в оренду вантажних автомобілів 
77.2 ,Прокат побутових виробів і предметів особистого вжитку 
77.21 ,Прокат товарів для спорту та відпочинку 
77.22 ,Прокат відеозаписів і дисків 
77.29 ,Прокат інших побутових виробів і предметів особистого вжитку 
77.3 ,"Надання в оренду інших машин, устатковання та товарів "
77.31 ,Надання в оренду сільськогосподарських машин і устатковання 
77.32 ,Надання в оренду будівельних машин і устатковання 
77.33 ,"Надання в оренду офісних машин і устатковання, у тому числі комп'ютерів "
77.34 ,Надання в оренду водних транспортних засобів 
77.35 ,Надання в оренду повітряних транспортних засобів 
77.39 ,"Надання в оренду інших машин, устатковання та товарів. н. в. і. у. "
77.4 ,"Лізинг інтелектуальної власності та подібних продуктів, крім творів, захищених авторськими правами "
77.40 ,"Лізинг інтелектуальної власності та подібних продуктів, крім творів, захищених авторськими правами "
78 ,Діяльність із працевлаштування 
78.1 ,Діяльність агентств працевлаштування 
78.10 ,Діяльність агентств працевлаштування 
78.2 ,Діяльність агентств тимчасового працевлаштування 
78.20 ,Діяльність агентств тимчасового працевлаштування 
78.3 ,Інша діяльність із забезпечення трудовими ресурсами 
78.30 ,Інша діяльність із забезпечення трудовими ресурсами 
79 ,"Діяльність туристичних агентств, туристичних операторів, надання інших послуг бронювання та пов'язана з цим діяльність "
79.1 ,Діяльність туристичних агентств і туристичних операторів 
79.11 ,Діяльність туристичних агентств 
79.12 ,Діяльність туристичних операторів 
79.9 ,Надання інших послуг бронювання та пов'язана з цим діяльність 
79.90 ,Надання інших послуг бронювання та пов'язана з цим діяльність 
80 ,Діяльність охоронних служб та проведення розслідувань 
80.1 ,Діяльність приватних охоронних служб 
80.10 ,Діяльність приватних охоронних служб 
80.2 ,Обслуговування систем безпеки 
80.20 ,Обслуговування систем безпеки 
80.3 ,Проведення розслідувань 
80.30 ,Проведення розслідувань 
81 ,Обслуговування будинків і територій 
81.1 ,Комплексне обслуговування об'єктів 
81.10 ,Комплексне обслуговування об'єктів 
81.2 ,Діяльність із прибирання 
81.21 ,Загальне прибирання будинків 
81.22 ,Інша діяльність із прибирання будинків і промислових об'єктів 
81.29 ,Інші види діяльності із прибирання 
81.3 ,Надання ландшафтних послуг 
81.30 ,Надання ландшафтних послуг 
82 ,"Адміністративна та допоміжна офісна діяльність, інші допоміжні комерційні послуги "
82.1 ,Адміністративна та допоміжна офісна діяльність 
82.11 ,Надання комбінованих офісних адміністративних послуг 
82.19 ,"Фотокопіювання, підготування документів та інша спеціалізована допоміжна офісна діяльність "
82.2 ,Діяльність телефонних центрів 
82.20 ,Діяльність телефонних центрів 
82.3 ,Організування конгресів і торговельних виставок 
82.30 ,Організування конгресів і торговельних виставок 
82.9 ,"Надання допоміжних комерційних послуг, н. в. і. у. "
82.91 ,Діяльність агентств зі стягування платежів і бюро кредитних історій 
82.92 ,Пакування 
82.99 ,"Надання інших допоміжних комерційних послуг, н. в. і. у. "
O ,ДЕРЖАВНЕ УПРАВЛІННЯ Й ОБОРОНА; ОБОВ'ЯЗКОВЕ СОЦІАЛЬНЕ СТРАХУВАННЯ 
84 ,Державне управління й оборона; обов'язкове соціальне страхування 
84.1 ,Державне управління загального характеру; соціально-економічне управління 
84.11 ,Державне управління загального характеру 
84.12 ,"Регулювання у сферах охорони здоров'я, освіти, культури та інших соціальних сферах, крім обов'язкового соціального страхування "
84.13 ,Регулювання та сприяння ефективному веденню економічної діяльності 
84.2 ,Надання державних послуг суспільству в цілому 
84.21 ,Міжнародна діяльність 
84.22 ,Діяльність у сфері оборони 
84.23 ,Діяльність у сфері юстиції та правосуддя 
84.24 ,Діяльність у сфері охорони громадського порядку та безпеки 
84.25 ,Діяльність пожежних служб 
84.3 ,Діяльність у сфері обов'язкового соціального страхування 
84.30 ,Діяльність у сфері обов'язкового соціального страхування 
P ,ОСВІТА 
85 ,Освіта 
85.1 ,Дошкільна освіта 
85.10 ,Дошкільна освіта 
85.2 ,Початкова освіта 
85.20 ,Початкова освіта 
85.3 ,Середня освіта 
85.31 ,Загальна середня освіта 
85.32 ,Професійно-технічна освіта
85.4 ,Вища освіта 
85.41 ,Професійно-технічна освіта на рівні вищого професійно-технічного навчального закладу 
85.42 ,Вища освіта 
85.5 ,Інші види освіти 
85.51 ,Освіта у сфері спорту та відпочинку 
85.52 ,Освіта у сфері культури 
85.53 ,Діяльність шкіл підготовлення водіїв транспортних засобів 
85.59 ,"Інші види освіти, н. в. і. у. "
85.6 ,Допоміжна діяльність у сфері освіти 
85.60 ,Допоміжна діяльність у сфері освіти 
Q ,ОХОРОНА ЗДОРОВ'Я ТА НАДАННЯ СОЦІАЛЬНОЇ ДОПОМОГИ 
86 ,Охорона здоров'я 
86.1 ,Діяльність лікарняних закладів 
86.10 ,Діяльність лікарняних закладів 
86.2 ,Медична та стоматологічна практика 
86.21 ,Загальна медична практика 
86.22 ,Спеціалізована медична практика 
86.23 ,Стоматологічна практика 
86.9 ,Інша діяльність у сфері охорони здоров'я 
86.90 ,Інша діяльність у сфері охорони здоров'я 
87 ,Надання послуг догляду із забезпеченням проживання 
87.1 ,Діяльність із догляду за хворими із забезпеченням проживання 
87.10 ,Діяльність із догляду за хворими із забезпеченням проживання 
87.2 ,Надання послуг догляду із забезпеченням проживання для осіб з розумовими вадами та хворих на наркоманію 
87.20 ,Надання послуг догляду із забезпеченням проживання для осіб з розумовими вадами та хворих на наркоманію 
87.3 ,Надання послуг догляду із забезпеченням проживання для осіб похилого віку та інвалідів 
87.30 ,Надання послуг щодо догляду із забезпеченням проживання для осіб похилого віку та інвалідів 
87.9 ,Надання інших послуг догляду із забезпеченням проживання 
87.90 ,Надання інших послуг догляду із забезпеченням проживання 
88 ,Надання соціальної допомоги без забезпечення проживання 
88.1 ,Надання соціальної допомоги без забезпечення проживання для осіб похилого віку та інвалідів 
88.10 ,Надання соціальної допомоги без забезпечення проживання для осіб похилого віку та інвалідів 
88.9 ,Надання іншої соціальної допомоги без забезпечення проживання 
88.91 ,Денний догляд за дітьми 
88.99 ,"Надання іншої соціальної допомоги без забезпечення проживання, н. в. і. у. "
R ,"МИСТЕЦТВО, СПОРТ, РОЗВАГИ ТА ВІДПОЧИНОК "
90 ,"Діяльність у сфері творчості, мистецтва та розваг "
90.0 ,"Діяльність у сфері творчості, мистецтва та розваг "
90.01 ,Театральна та концертна діяльність 
90.02 ,Діяльність щодо підтримання театральних і концертних заходів 
90.03 ,Індивідуальна мистецька діяльність 
90.04 ,Функціювання театральних і концертних залів 
91 ,"Функціювання бібліотек, архівів, музеїв та інших закладів культури "
91.0 ,"Функціювання бібліотек, архівів, музеїв та інших закладів культури "
91.01 ,Функціювання бібліотек і архівів 
91.02 ,Функціювання музеїв 
91.03 ,"Діяльність із охорони та використання пам'яток історії, будівель та інших пам'яток культури "
91.04 ,"Функціювання ботанічних садів, зоопарків і природних заповідників "
92 ,Організування азартних ігор 
92.0 ,Організування азартних ігор 
92.00 ,Організування азартних ігор 
93 ,"Діяльність у сфері спорту, організування відпочинку та розваг "
93.1 ,Діяльність у сфері спорту 
93.11 ,Функціювання спортивних споруд 
93.12 ,Діяльність спортивних клубів 
93.13 ,Діяльність фітнес-центрів 
93.19 ,Інша діяльність у сфері спорту 
93.2 ,Організування відпочинку та розваг 
93.21 ,Функціювання атракціонів і тематичних парків 
93.29 ,Організування інших видів відпочинку та розваг 
S ,НАДАННЯ ІНШИХ ВИДІВ ПОСЛУГ 
94 ,Діяльність громадських організацій 
94.1 ,"Діяльність організацій промисловців і підприємців, професійних організацій "
94.11 ,Діяльність організацій промисловців і підприємців 
94.12 ,Діяльність професійних громадських організацій 
94.2 ,Діяльність професійних спілок 
94.20 ,Діяльність професійних спілок 
94.9 ,Діяльність інших громадських організацій 
94.91 ,Діяльність релігійних організацій 
94.92 ,Діяльність політичних організацій 
94.99 ,"Діяльність інших громадських організацій, н. в. і. у. "
95 ,"Ремонт комп'ютерів, побутових виробів і предметів особистого вжитку "
95.1 ,Ремонт комп'ютерів і обладнання зв'язку 
95.11 ,Ремонт комп'ютерів і периферійного устатковання 
95.12 ,Ремонт обладнання зв'язку 
95.2 ,Ремонт побутових виробів і предметів особистого вжитку 
95.21 ,"Ремонт електронної апаратури побутового призначення для приймання, записування, відтворення звуку й зображення "
95.22 ,"Ремонт побутових приладів, домашнього та садового обладнання "
95.23 ,Ремонт взуття та шкіряних виробів 
95.24 ,Ремонт меблів і домашнього начиння 
95.25 ,Ремонт годинників і ювелірних виробів 
95.29 ,Ремонт інших побутових виробів і предметів особистого вжитку 
96 ,Надання інших індивідуальних послуг 
96.0 ,Надання інших індивідуальних послуг 
96.01 ,Прання та хімічне чищення текстильних і хутряних виробів 
96.02 ,Надання послуг перукарнями та салонами краси 
96.03 ,Організування поховань і надання суміжних послуг 
96.04 ,Діяльність із забезпечення фізичного комфорту 
96.09 ,"Надання інших індивідуальних послуг, н. в. і. у. "
T ,ДІЯЛЬНІСТЬ ДОМАШНІХ ГОСПОДАРСТВ 
97 ,Діяльність домашніх господарств як роботодавців для домашньої прислуги 
97.0 ,Діяльність домашніх господарств як роботодавців для домашньої прислуги 
97.00 ,Діяльність домашніх господарств як роботодавців для домашньої прислуги 
98 ,Діяльність домашніх господарств як виробників товарів та послуг для власного споживання 
98.1 ,Діяльність домашніх господарств як виробників товарів для власного споживання 
98.10 ,Діяльність домашніх господарств як виробників товарів для власного споживання 
98.2 ,Діяльність домашніх господарств як виробників послуг для власного споживання 
98.20 ,Діяльність домашніх господарств як виробників послуг для власного споживання 
